STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,KOR,Korea,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2012,,6589555478,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,KOR,Korea,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2013,,6579983241,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,KOR,Korea,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2014,,6725787957,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,KOR,Korea,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2015,,8753550676,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,KOR,Korea,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2016,,8019450477,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,KOR,Korea,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2017,,7923129218,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,KOR,Korea,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2018,,5469434129,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,KOR,Korea,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2019,,6426878764,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1995,,20811654.53,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1996,,24398839.7,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1997,,41151267.22,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1998,,45439792.28,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1999,,38702055.28,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2000,,50588086.51,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2001,,41786711.83,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2002,,54707089.13,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2003,,74204619.24,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2004,,63482334.4,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2005,,65659881.81,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2006,,44999612.07,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2007,,44285890.02,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2008,,67729554.81,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2009,,76005260.05,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2010,,90507835.75,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2011,,58621833.87,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2012,,103690149.4,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2013,,75480576.01,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2014,,133197524.1,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2015,,209000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2016,,25071412.42,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2017,,24040920.72,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2018,,20724463.79,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2019,,25220998.94,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2020,,46544645.26,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2021,,76490881.31,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2022,,129532697.5,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2023,,114545092.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LVA,Latvia,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2024,,146006921.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1998,,46886873.29,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1999,,30063766.83,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2000,,28223783.24,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2001,,39409798.85,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2002,,91437940.44,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2003,,132628064.1,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2004,,102891244,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2005,,92854314.31,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2006,,62176681.26,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2007,,83081901.26,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2008,,84846427.97,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2009,,74824386.05,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2010,,124857056.2,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2011,,130325364,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2012,,151656303.5,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2013,,144633473.8,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2014,,268240888.4,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2015,,180000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2016,,68966876.19,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2017,,46857219.36,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2018,,60412290.65,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2019,,76611969.28,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2020,,152870271.1,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2021,,90199680.58,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2022,,107588481,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2023,,208896044.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LTU,Lithuania,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2024,,171314299.9,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1995,,42049201.06,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1996,,292849896.2,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1997,,48770270.41,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1998,,61596799.77,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1999,,49281886.21,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2000,,62080287.78,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2001,,113832943.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2002,,106499396.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2003,,133696360.1,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2004,,157028908.9,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2005,,177317955,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2006,,136758995.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2007,,178921761.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2008,,181473884.7,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2009,,207064542.1,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2010,,179715784.8,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2011,,166944059.8,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2012,,134264835,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2013,,153296011.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2014,,195753183.6,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2015,,277740939,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2016,,320731117.5,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2017,,287090695.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2018,,256554818.7,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2019,,226801671.3,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,LUX,Luxembourg,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2020,,246481861.1,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1995,,385384301.2,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1996,,326707875.6,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1997,,383533057.2,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1998,,455460985.5,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,1999,,531863160.5,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2000,,463707557,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2001,,354482068.2,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2002,,338932890.6,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,MEX,Mexico,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,Q,Constant prices,2003,,259213265.3,,,,,,0,Units,0,Zero,,
